Name,City,Price,Rating,Stars,Reviews,Location,Cleanliness,staff,Comfort,Value for Money,Facilities,Wifi,Closest attraction dist,Closest transportation,Closest airport,payment methods,Number of languages,Allowing pets
The Kinney - Venice Beach,Los-Angeles,894.0,8.3,3,1282.0,8.4,8.7,8.8,8.8,7.9,8.4,8.077990430622005,4.7,10.0,3.2,5.0,1.0,False
Mama Shelter Los Angeles,Los-Angeles,700.0,8.0,4,433.0,8.5,8.6,8.9,8.6,7.7,8.2,8.8,2.2,0.5,12.0,3.0,3.0,True
"Avalon  Beverly Hills, a Member of Design Hotels",Los-Angeles,1371.0,7.9,4,56.0,8.9,8.6,8.7,8.9,7.6,8.2,9.2,3.4,7.0,7.0,5.0,4.0,True
 MDR Marina del Rey- a DoubleTree by Hilton,Los-Angeles,759.0,7.6,3,579.0,8.3,8.1,8.6,8.1,7.3,7.9,7.3,3.0,11.0,3.6,7.0,2.0,False
"SLS , a Luxury Collection Hotel, Beverly Hills",Los-Angeles,1646.0,7.5,5,304.0,8.7,8.3,8.0,8.3,7.2,7.9,8.077990430622005,4.8,5.0,9.0,7.0,12.0,True
Jamaica Bay Inn Marina Del Rey Tapestry Collection by Hilton,Los-Angeles,995.0,8.0,3,385.0,9.2,8.5,8.5,8.6,7.6,8.2,8.4,4.7,11.0,3.8,3.0,1.0,True
Millennium Biltmore Los Angeles,Los-Angeles,522.0,7.3,4,4324.0,8.3,7.8,8.0,7.8,7.2,7.5,7.7,1.5,0.2,16.0,9.0,2.0,False
Best Western Hollywood Plaza Inn - Hollywood Walk of Fame  - LA,Los-Angeles,657.0,7.1,3,814.0,8.3,7.6,8.1,7.6,6.9,7.1,7.6,1.7,0.65,11.0,7.0,2.0,False
Skyways ,Los-Angeles,340.0,6.6,2,1278.0,7.5,7.2,7.6,7.2,6.9,6.7,6.9,9.0,14.0,2.7,4.0,3.0,False
Residence Inn by Marriott Beverly Hills,Los-Angeles,893.0,8.0,3,277.0,8.5,8.3,8.6,8.4,7.5,8.0,7.5,3.4,7.0,7.0,7.0,2.0,True
Hampton Inn Los Angeles Int'l Airport/Hawthorne,Los-Angeles,801.0,8.1,3,2652.0,8.0,8.6,8.5,8.5,8.2,8.3,6.9,11.0,0.015,1.8,6.0,2.0,False
W Los Angeles – West Beverly Hills,Los-Angeles,1253.0,7.3,4,117.0,8.6,8.0,8.2,8.3,7.1,7.7,8.077990430622005,3.5,3.6,5.0,7.0,2.0,True
Residence Inn by Marriott Los Angeles LAX/Century Boulevard,Los-Angeles,708.0,8.2,3,2030.0,8.7,8.6,8.6,8.6,7.9,8.3,8.1,9.0,0.015,2.3,6.0,3.0,True
"The Westin Bonaventure  & Suites, Los Angeles",Los-Angeles,863.0,8.0,4,1985.0,8.5,8.5,8.4,8.5,7.8,8.2,7.6,1.7,0.5,16.0,7.0,4.0,True
AC  by Marriott Beverly Hills,Los-Angeles,1017.0,7.7,4,265.0,8.3,8.3,8.4,8.4,7.5,8.0,9.0,4.9,5.0,9.0,7.0,1.0,True
Renaissance Los Angeles Airport ,Los-Angeles,611.0,7.8,3,1279.0,8.6,8.5,8.5,8.5,7.7,8.2,8.077990430622005,9.0,0.015,2.5,7.0,2.0,True
Ambrose ,Los-Angeles,1082.0,8.7,4,464.0,8.8,9.1,9.2,9.2,8.1,8.9,8.077990430622005,2.7,5.0,3.3,4.0,2.0,False
Best Western Plus Dragon Gate Inn,Los-Angeles,684.0,7.7,3,265.0,7.8,8.2,8.1,8.2,7.4,7.6,8.1,3.2,0.8,18.0,7.0,1.0,True
 Angeleno,Los-Angeles,611.0,7.9,4,2765.0,8.1,8.5,8.5,8.5,7.8,8.2,8.0,7.0,0.8,7.0,4.0,4.0,True
"The Ritz-Carlton, Los Angeles L.A. Live",Los-Angeles,2229.0,8.7,5,103.0,9.1,9.3,9.5,9.2,8.4,9.1,8.077990430622005,1.9,0.8,15.0,7.0,1.0,False
Maison 140 Beverly Hills,Los-Angeles,785.0,6.7,3,177.0,9.0,7.0,8.2,7.1,6.9,6.6,7.3,3.2,6.0,7.0,9.0,1.0,True
Pendry West Hollywood,Los-Angeles,1827.0,9.1,5,229.0,9.3,9.5,9.1,9.6,8.2,9.4,9.5,3.4,3.3,11.0,4.0,1.0,True
USC ,Los-Angeles,1017.0,8.6,4,746.0,8.9,8.9,8.9,8.9,8.3,8.6,8.9,3.3,3.9,12.0,5.0,3.0,True
"The Ritz-Carlton, Marina del Rey",Los-Angeles,1405.0,7.8,5,191.0,8.3,8.4,8.4,8.4,6.8,8.0,8.077990430622005,5.0,11.0,3.6,7.0,3.0,True
Travelodge by Wyndham Culver City,Los-Angeles,537.0,7.2,2,1087.0,8.0,7.6,7.5,7.5,7.3,7.2,6.1,6.0,10.0,3.6,4.0,2.0,False
Ramada Plaza by Wyndham West Hollywood  & Suites,Los-Angeles,828.0,6.6,3,626.0,8.8,7.0,7.2,7.2,6.3,6.6,6.3,3.3,4.0,11.0,6.0,1.0,False
 Per La,Los-Angeles,1286.0,9.0,5,230.0,8.7,9.4,9.4,9.3,8.6,9.1,9.1,1.4,0.3,16.0,6.0,1.0,True
The West Hollywood EDITION,Los-Angeles,2029.0,8.2,5,99.0,9.2,8.9,8.6,9.1,7.6,8.8,9.2,3.4,4.8,10.0,6.0,4.0,True
" June, Los Angeles, a Member of Design Hotels",Los-Angeles,727.0,8.1,4,418.0,8.2,8.7,8.7,8.6,7.9,8.4,8.4,6.0,14.0,2.1,6.0,2.0,True
Best Western Plus Commerce ,Los-Angeles,484.0,8.2,3,3774.0,7.6,8.6,8.5,8.5,8.2,8.4,8.2,13.0,2.5,18.0,7.0,2.0,False
American ,Los-Angeles,340.0,7.5,2,1092.0,8.1,7.7,8.5,7.7,7.8,7.5,8.0,1.7,1.3,16.0,5.0,1.0,False
The  Hollywood,Los-Angeles,498.0,7.4,2,1440.0,8.4,7.8,8.4,7.7,7.5,7.3,8.1,2.2,0.4,11.0,4.0,2.0,False
Hampton Inn & Suites Santa Monica,Los-Angeles,1729.0,7.6,3,1229.0,8.5,8.2,8.1,8.3,7.0,8.0,7.3,2.0,7.0,3.8,4.0,2.0,False
Courtyard by Marriott Los Angeles LAX / Century Boulevard,Los-Angeles,646.0,7.9,3,3229.0,8.8,8.6,8.3,8.6,7.6,8.1,8.1,9.0,0.015,1.7,7.0,2.0,False
Casa Del Mar,Los-Angeles,2117.0,8.8,5,380.0,9.6,9.3,9.2,9.4,7.8,9.0,9.3,2.6,8.0,3.9,5.0,1.0,True
Best Western Airport Plaza Inn - Los Angeles LAX Airport,Los-Angeles,423.0,6.9,3,763.0,7.5,7.6,7.7,7.6,7.1,7.0,7.7,9.0,11.0,6.0,7.0,3.0,False
The Dixie Hollywood,Los-Angeles,526.0,7.1,3,1088.0,8.0,7.4,7.5,7.3,7.2,7.1,7.0,3.2,0.15,12.0,3.0,2.0,True
H by H Hospitality,Los-Angeles,526.0,7.8,4,801.0,7.8,8.2,8.9,8.2,7.8,7.9,7.9,4.4,0.5,15.0,5.0,2.0,False
Best Western Plus LA Mid-Town ,Los-Angeles,615.0,7.9,3,512.0,8.1,8.3,8.3,8.3,7.6,8.0,8.9,3.4,0.25,16.0,7.0,5.0,False
The Los Angeles Athletic Club,Los-Angeles,986.0,8.6,4,181.0,8.8,9.2,8.9,9.1,8.3,9.1,9.5,1.4,0.3,16.0,4.0,2.0,False
Alsace LA,Los-Angeles,761.0,8.7,4,130.0,7.7,9.2,9.3,9.2,8.1,8.9,7.2,6.0,5.0,9.0,7.0,1.0,True
Knights Inn Los Angeles Central / Convention Center Area,Los-Angeles,492.0,7.9,2,408.0,8.0,8.1,9.0,8.1,7.8,7.9,8.1,2.4,1.5,18.0,4.0,6.0,False
L'Ermitage Beverly Hills,Los-Angeles,2387.0,9.4,5,170.0,9.3,9.7,9.7,9.6,8.7,9.3,10.0,3.4,6.0,8.0,4.0,1.0,True
Courtyard Los Angeles Westside,Los-Angeles,770.0,8.1,4,520.0,8.6,8.5,8.7,8.6,7.6,8.2,8.3,8.0,12.0,4.8,7.0,6.0,False
Kawada ,Los-Angeles,876.0,7.4,3,1109.0,8.3,7.9,8.1,7.8,7.3,7.5,8.2,1.0,0.3,17.0,4.0,3.0,False
Royal Palace Westwood ,Los-Angeles,835.0,8.3,2,487.0,9.4,8.6,8.7,8.7,8.3,8.1,7.9,3.6,3.6,5.0,6.0,1.0,False
1  West Hollywood,Los-Angeles,1886.0,8.3,5,503.0,9.1,9.0,8.4,9.0,7.7,8.7,8.8,3.4,3.5,11.0,4.0,2.0,True
AIR Venice on the Beach,Los-Angeles,655.0,6.9,3,1767.0,8.3,7.4,8.0,7.4,6.9,7.0,7.7,4.2,9.0,3.7,7.0,2.0,True
Metro Plaza ,Los-Angeles,443.0,6.9,2,992.0,7.9,7.2,7.9,7.3,7.1,6.7,8.3,3.0,0.3,18.0,5.0,3.0,False
Ocean Lodge Santa Monica Beach ,Los-Angeles,1061.0,7.6,3,726.0,9.2,8.0,8.6,8.1,7.1,7.4,8.0,2.2,8.0,4.0,6.0,6.0,False
Le Meridien Delfina Santa Monica,Los-Angeles,1165.0,7.8,4,302.0,8.1,8.5,8.5,8.6,6.9,8.1,6.8,2.7,8.0,3.3,6.0,1.0,True
Ocean Park Inn,Los-Angeles,515.0,6.9,3,947.0,7.9,7.3,8.1,7.3,6.9,6.8,8.2,2.5,8.0,2.7,4.0,1.0,False
Hilton Garden Inn Los Angeles / Hollywood,Los-Angeles,1000.0,7.3,3,572.0,8.1,7.8,7.9,7.9,7.0,7.4,9.1,1.6,0.55,11.0,8.0,2.0,True
SureStay  by Best Western Santa Monica,Los-Angeles,662.0,8.3,3,956.0,8.2,8.8,8.9,8.8,8.0,8.4,8.5,4.0,6.0,1.3,7.0,1.0,False
Venice Breeze Suites,Los-Angeles,1164.0,8.0,3,1018.0,8.9,8.4,9.0,8.4,7.7,8.2,9.0,4.9,10.0,3.8,4.0,1.0,False
Four Points by Sheraton Los Angeles International Airport,Los-Angeles,495.0,5.9,3,2190.0,7.7,6.7,7.1,6.8,6.1,6.2,6.6,9.0,0.015,2.4,9.0,4.0,True
Rotex ,Los-Angeles,592.0,7.0,3,676.0,7.7,7.6,7.5,7.5,7.3,7.1,7.8,4.5,1.1,13.0,7.0,2.0,False
Regency Inn in Los Angeles,Los-Angeles,429.0,8.4,2,211.0,8.3,8.8,8.9,8.8,8.4,8.3,8.8,7.0,4.2,15.0,3.0,2.0,False
Best Western Royal Palace Inn & Suites,Los-Angeles,843.0,7.8,3,482.0,8.1,8.0,8.7,8.0,7.6,7.6,7.8,6.0,6.0,2.7,8.0,3.0,False
Hollywood Le Bon ,Los-Angeles,464.0,6.3,2,577.0,8.2,6.7,7.4,6.7,6.6,6.6,7.2,2.6,0.15,12.0,4.0,1.0,False
Hometel Suites ,Los-Angeles,567.0,7.8,2,433.0,8.1,8.1,8.7,8.0,7.9,7.7,7.7,4.3,0.55,15.0,4.0,3.0,False
"Kimpton  Palomar Los Angeles Beverly Hills, an IHG Hotel",Los-Angeles,1172.0,7.9,4,275.0,8.7,8.4,8.6,8.4,7.2,8.1,8.2,4.0,4.1,5.0,7.0,2.0,True
Sea Blue ,Los-Angeles,1164.0,7.2,3,705.0,9.2,7.6,8.3,7.7,6.8,7.1,7.8,2.2,8.0,4.0,4.0,2.0,True
The Godfrey  Hollywood,Los-Angeles,714.0,8.1,4,676.0,8.6,8.7,8.6,8.7,7.7,8.5,8.7,2.5,0.65,12.0,5.0,1.0,True
Carlyle Inn,Los-Angeles,959.0,7.6,3,388.0,8.2,7.9,8.6,7.9,7.3,7.6,8.4,3.3,7.0,8.0,5.0,1.0,False
BLVD  & Spa - Walking Distance to Universal Studios Hollywood,Los-Angeles,753.0,7.1,4,1260.0,7.9,7.5,7.9,7.5,6.9,7.2,7.4,4.7,0.25,7.0,4.0,2.0,False
Marina del Rey ,Los-Angeles,1054.0,8.2,4,1370.0,9.0,8.7,8.3,8.7,7.4,8.3,8.4,2.8,11.0,4.0,3.0,2.0,True
BLVD  & Suites - Walking Distance to Hollywood Walk of Fame,Los-Angeles,357.0,6.2,4,955.0,8.0,6.5,6.7,6.6,6.3,6.4,6.7,1.6,0.6,11.0,4.0,2.0,False
Courtyard by Marriott Santa Monica,Los-Angeles,1714.0,7.7,3,326.0,8.7,8.4,8.3,8.4,7.0,8.1,7.4,2.0,7.0,3.8,7.0,1.0,False
Ocean Park ,Los-Angeles,584.0,7.4,2,1642.0,8.3,7.8,8.4,7.8,7.6,7.3,9.0,4.2,7.0,600.0,4.0,2.0,False
The Moment ,Los-Angeles,808.0,7.4,3,160.0,8.4,8.1,8.2,8.0,7.3,7.6,7.8,2.4,1.2,11.0,4.0,4.0,False
Venice V ,Los-Angeles,1182.0,8.9,3,130.0,9.4,9.3,9.2,9.5,7.8,9.0,9.5,5.0,10.0,3.8,5.0,1.0,True
Jolly Roger ,Los-Angeles,618.0,7.4,3,1136.0,8.4,7.8,8.6,7.7,7.4,7.3,7.9,4.8,10.0,3.1,5.0,3.0,False
Days Inn by Wyndham Santa Monica/Los Angeles,Los-Angeles,680.0,7.8,3,1243.0,8.2,8.3,8.5,8.2,7.6,7.9,8.1,3.8,4.7,3.0,4.0,2.0,False
Los Angeles Airport Marriott,Los-Angeles,666.0,7.8,4,1714.0,8.5,8.4,8.3,8.4,7.4,8.1,7.1,9.0,0.015,2.5,7.0,2.0,False
"The Wayfarer Downtown LA, Tapestry Collection by Hilton",Los-Angeles,666.0,8.1,4,623.0,8.4,8.6,9.0,8.6,7.8,8.3,8.6,1.7,0.25,16.0,6.0,2.0,True
Rotex Western Inn,Los-Angeles,348.0,7.2,2,224.0,8.1,7.6,7.5,7.4,7.4,7.3,7.8,4.3,0.8,14.0,7.0,2.0,False
Plaza la Reina,Los-Angeles,1515.0,8.8,4,318.0,9.5,9.2,9.1,9.2,8.3,9.1,9.2,3.6,3.7,5.0,4.0,3.0,True
Holiday Lodge,Los-Angeles,326.0,6.5,2,395.0,7.0,6.6,7.5,6.7,6.8,6.5,6.3,1.7,0.95,17.0,4.0,2.0,False
"Antonio  - Downtown Los Angeles, near Hollywood",Los-Angeles,258.0,5.3,2,132.0,6.5,5.8,6.1,5.8,6.0,5.6,6.1,3.8,2.7,18.0,4.0,1.0,False
Elan ,Los-Angeles,904.0,7.1,3,240.0,8.7,7.8,8.0,7.8,7.0,7.4,8.2,4.2,4.4,10.0,4.0,2.0,False
Four Points by Sheraton Los Angeles Westside,Los-Angeles,770.0,8.3,3,493.0,8.6,8.7,8.6,8.6,8.0,8.5,8.9,7.0,12.0,4.9,7.0,2.0,True
Hyatt House LAX Century Blvd,Los-Angeles,747.0,8.3,3,290.0,8.7,9.0,8.7,9.0,8.0,8.6,8.5,9.0,0.015,2.2,7.0,1.0,True
 del Flores,Los-Angeles,483.0,5.3,2,137.0,8.7,5.9,7.0,5.9,6.1,5.3,6.8,2.9,7.0,8.0,6.0,2.0,False
Ocean View ,Los-Angeles,1398.0,7.9,3,652.0,9.3,8.5,8.6,8.5,7.3,8.1,7.7,2.9,8.0,4.3,8.0,2.0,True
Palihotel Culver City,Los-Angeles,1134.0,8.3,4,259.0,9.1,8.7,8.8,8.9,7.8,8.4,7.1,5.0,9.0,5.0,4.0,1.0,True
Las Palmas ,Los-Angeles,343.0,6.4,2,371.0,8.3,6.8,7.0,6.9,6.7,6.6,7.8,1.6,0.3,11.0,4.0,1.0,False
Courtyard by Marriott Marina del Rey,Los-Angeles,1140.0,8.0,3,220.0,8.8,8.8,8.3,8.9,7.5,8.6,7.5,5.0,12.0,4.6,5.0,1.0,False
Courtyard Los Angeles Century City/Beverly Hills,Los-Angeles,814.0,7.1,3,58.0,8.2,8.2,8.4,7.9,6.6,7.5,5.0,4.6,6.0,5.0,7.0,2.0,False
SureStay  by Best Western Beverly Hills West LA,Los-Angeles,584.0,6.4,3,373.0,8.1,6.9,7.8,6.9,6.6,6.5,8.0,3.3,3.4,11.0,7.0,2.0,False
"Downtown Los Angeles Proper , a Member of Design Hotels",Los-Angeles,1077.0,9.2,5,76.0,8.1,9.6,9.6,9.6,8.8,9.3,9.5,1.8,1.1,15.0,5.0,3.0,True
Mondrian Los Angeles in West Hollywood,Los-Angeles,1246.0,6.7,4,342.0,8.7,7.7,7.5,7.7,6.3,7.0,7.7,3.4,3.4,11.0,5.0,2.0,True
Comfort Inn Los Angeles near Hollywood,Los-Angeles,610.0,7.5,3,540.0,8.0,8.2,7.9,8.0,7.6,7.6,8.4,3.5,2.1,16.0,3.0,2.0,False
Wingate by Wyndham Los Angeles Airport,Los-Angeles,388.0,5.3,3,779.0,6.7,6.0,6.6,6.2,5.7,5.5,5.6,11.0,0.015,3.8,4.0,2.0,True
Days Inn by Wyndham Los Angeles LAX/VeniceBch/Marina DelRay,Los-Angeles,354.0,5.9,2,901.0,6.9,6.5,7.2,6.6,6.4,6.2,7.6,10.0,13.0,4.2,5.0,1.0,False
Hollywood VIP ,Los-Angeles,409.0,4.3,2,668.0,7.1,5.0,5.8,5.2,5.2,4.8,6.1,1.8,0.2,11.0,6.0,2.0,False
"Oceana Santa Monica, LXR s & Resorts",Los-Angeles,3555.0,9.0,5,107.0,9.3,9.5,9.4,9.6,8.1,9.3,8.1,5.0,7.0,5.0,9.0,3.0,False
The Culver ,Los-Angeles,1357.0,8.9,4,90.0,9.6,9.4,9.3,9.3,8.1,8.6,8.9,5.0,9.0,5.0,6.0,7.0,False
Ramada by Wyndham Culver City,Los-Angeles,575.0,6.3,3,384.0,7.4,7.1,7.6,6.9,6.4,6.4,6.7,6.0,9.0,3.4,5.0,2.0,False
Garden Suite  and Resort,Los-Angeles,507.0,6.1,3,36.0,7.9,7.0,7.5,7.1,6.4,6.7,5.6,4.5,0.2,14.0,4.0,2.0,False
Stuart ,Los-Angeles,298.0,5.1,2,471.0,6.0,5.8,6.7,5.7,5.9,5.5,6.6,2.0,0.6,16.0,8.0,11.0,False
Rodeway Inn Los Angeles Convention Center,Los-Angeles,464.0,6.1,2,221.0,7.0,6.7,6.9,6.8,6.5,6.3,8.1,2.6,0.7,15.0,4.0,2.0,False
L.A. Sky Boutique ,Los-Angeles,683.0,6.9,3,31.0,7.4,7.6,8.5,7.6,6.5,7.3,6.3,6.0,6.0,3.5,5.0,1.0,True
 H-Wood,Los-Angeles,464.0,5.8,3,343.0,7.6,6.4,6.6,6.5,6.1,5.8,8.077990430622005,1.8,0.45,12.0,5.0,1.0,False
 Bel-Air - Dorchester Collection,Los-Angeles,4277.0,9.0,5,36.0,9.4,9.4,8.9,9.4,8.1,9.1,8.8,2.9,2.8,8.0,6.0,6.0,True
NOHO  Hollywood,Los-Angeles,412.0,5.0,2,122.0,6.3,6.0,5.9,6.0,6.0,5.6,8.077990430622005,8.0,1.5,3.3,3.0,1.0,False
Shelter  Los Angeles,Los-Angeles,430.0,7.7,3,43.0,8.5,8.4,8.8,8.5,7.6,8.1,6.3,4.0,0.45,15.0,4.0,4.0,False
GOLDSTAR INN MOTEL,Los-Angeles,303.0,5.9,2,130.0,6.3,6.5,7.9,6.6,6.6,6.3,4.6,0.017,0.15,10.0,9.0,1.0,True
